Empresa;Agência;Modalidade;Estoque;Cliente;Asset;Emissão;Código;Taxa(%);;Custódia;Swap;PU;Qtde;Vlr. Ida;Vlr.Curva;Vlr.Vencto;Vlr.IRF;Vlr.IOF;Vlr.Líquido;Vencto;Índice(%);Código ISIN;Cond. Resgate;Data Liquidez
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062756 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;24/01/2019;"=""CDB1193A22Y""";4,9000;SOVE;CETIP21;N;1.583,355000;4,00;4.000,00;6.333,42;6.333,42;0,00;0,00;6.333,42;29/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061894 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;05/11/2018;"=""CDB4184U2LQ""";5,7000;SOVE;CETIP21;N;1.659,190000;3,00;3.000,00;4.977,57;4.977,57;0,00;0,00;4.977,57;10/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061926 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;07/11/2018;"=""CDB4185FZKS""";5,7000;SOVE;CETIP21;N;1.656,400000;5,00;5.000,00;8.282,00;8.282,00;0,00;0,00;8.282,00;13/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061969 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;09/11/2018;"=""CDB4185X3I8""";5,9000;SOVE;CETIP21;N;1.672,151667;6,00;6.000,00;10.032,91;10.032,91;0,00;0,00;10.032,91;16/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062166 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;26/11/2018;"=""CDB4187SBQD""";5,8000;SOVE;CETIP21;N;1.656,456064;94,00;94.000,00;155.706,87;155.706,87;0,00;0,00;155.706,87;31/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064588 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;10/02/2022;"=""CDB122A46XM""";4,6500;SOVE;CETIP21;N;1.134,702000;10,00;10.000,00;11.347,02;11.347,02;0,00;0,00;11.347,02;01/02/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062682 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;15/01/2019;"=""CDB1191YUDR""";5,0000;SOVE;CETIP21;N;1.595,241000;10,00;10.000,00;15.952,41;15.952,41;0,00;0,00;15.952,41;20/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064380 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;30/11/2021;"=""CDB421EYIJA""";4,6000;SOVE;CETIP21;N;1.166,634000;20,00;20.000,00;23.332,68;23.332,68;0,00;0,00;23.332,68;25/05/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064488 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;21/12/2021;"=""CDB421LEVSW""";5,9500;SOVE;CETIP21;N;1.177,031835;741,00;741.000,00;872.180,59;872.180,59;0,00;0,00;872.180,59;12/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064491 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;22/12/2021;"=""CDB421LXG63""";5,7500;SOVE;CETIP21;N;1.173,310377;53,00;53.000,00;62.185,45;62.185,45;0,00;0,00;62.185,45;09/12/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061371 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;28/09/2018;"=""CDB318CE6DR""";7,1000;SOVE;CETIP21;N;1.779,062287;223,00;223.000,00;396.730,89;396.730,89;0,00;0,00;396.730,89;04/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000065283 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;26/10/2022;"=""CDB42289DAA""";4,6500;SOVE;CETIP21;N;1.059,252000;5,00;5.000,00;5.296,26;5.296,26;0,00;0,00;5.296,26;19/04/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064796 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/05/2022;"=""CDB222DNQQ6""";4,8000;SOVE;CETIP21;N;1.083,546000;5,00;5.000,00;5.417,73;5.417,73;0,00;0,00;5.417,73;15/05/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060262 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/08/2018;"=""CDB3187095V""";7,0000;SOVE;CETIP21;N;1.788,873081;185,00;185.000,00;330.941,52;330.941,52;0,00;0,00;330.941,52;25/07/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060296 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;21/08/2018;"=""CDB31877F93""";7,1000;SOVE;CETIP21;N;1.795,393867;75,00;75.000,00;134.654,54;134.654,54;0,00;0,00;134.654,54;26/07/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060066 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/08/2018;"=""CDB31862R4Y""";7,4000;SOVE;CETIP21;N;1.825,072086;139,00;139.000,00;253.685,02;253.685,02;0,00;0,00;253.685,02;18/07/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061748 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;24/10/2018;"=""CDB4183KHF8""";6,0000;SOVE;CETIP21;N;1.686,548500;20,00;20.000,00;33.730,97;33.730,97;0,00;0,00;33.730,97;28/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061294 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;25/09/2018;"=""CDB318BW0W0""";7,3000;SOVE;CETIP21;N;1.797,238360;317,00;317.000,00;569.724,56;569.724,56;0,00;0,00;569.724,56;30/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061019 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;14/09/2018;"=""CDB318AODIE""";7,4000;SOVE;CETIP21;N;1.811,657430;428,00;428.000,00;775.389,38;775.389,38;0,00;0,00;775.389,38;21/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061052 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;17/09/2018;"=""CDB318AUR8S""";7,0000;SOVE;CETIP21;N;1.780,458800;50,00;50.000,00;89.022,94;89.022,94;0,00;0,00;89.022,94;22/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060785 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;04/09/2018;"=""CDB3188WK17""";7,5000;SOVE;CETIP21;N;1.815,778000;195,00;195.000,00;354.076,71;354.076,71;0,00;0,00;354.076,71;09/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060605 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;29/08/2018;"=""CDB31884H4F""";7,3000;SOVE;CETIP21;N;1.804,967409;440,00;440.000,00;794.185,66;794.185,66;0,00;0,00;794.185,66;03/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060635 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;30/08/2018;"=""CDB31889H8R""";7,2000;SOVE;CETIP21;N;1.796,039122;319,00;319.000,00;572.936,48;572.936,48;0,00;0,00;572.936,48;04/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062428 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/12/2018;"=""CDB418C5X17""";5,4000;SOVE;CETIP21;N;1.627,680000;131,00;131.000,00;213.226,08;213.226,08;0,00;0,00;213.226,08;24/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062575 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;03/01/2019;"=""CDB1190171B""";5,1000;SOVE;CETIP21;N;1.599,338704;54,00;54.000,00;86.364,29;86.364,29;0,00;0,00;86.364,29;08/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061316 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;26/09/2018;"=""CDB318C2TF2""";7,2000;SOVE;CETIP21;N;1.788,998791;306,00;306.000,00;547.433,63;547.433,63;0,00;0,00;547.433,63;31/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064541 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;06/01/2022;"=""CDB1220Y0K6""";4,9000;SOVE;CETIP21;N;1.152,574324;37,00;37.000,00;42.645,25;42.645,25;0,00;0,00;42.645,25;03/07/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064780 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;11/05/2022;"=""CDB222CVB4I""";4,6500;SOVE;CETIP21;N;1.086,571000;10,00;10.000,00;10.865,71;10.865,71;0,00;0,00;10.865,71;03/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064347 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;22/11/2021;"=""CDB421D3EP9""";5,2500;SOVE;CETIP21;N;1.185,873000;10,00;10.000,00;11.858,73;11.858,73;0,00;0,00;11.858,73;13/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064425 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/12/2021;"=""CDB421J1KQS""";5,5500;SOVE;CETIP21;N;1.175,336752;705,00;705.000,00;828.612,41;828.612,41;0,00;0,00;828.612,41;04/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063914 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;21/09/2021;"=""CDB321LDSRW""";4,8000;SOVE;CETIP21;N;1.212,792187;64,00;64.000,00;77.618,70;77.618,70;0,00;0,00;77.618,70;09/09/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063941 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;29/09/2021;"=""CDB321N7N5C""";4,8000;SOVE;CETIP21;N;1.204,746000;10,00;10.000,00;12.047,46;12.047,46;0,00;0,00;12.047,46;16/09/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062700 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;17/01/2019;"=""CDB1192F1G6""";5,0000;SOVE;CETIP21;N;1.593,985946;37,00;37.000,00;58.977,48;58.977,48;0,00;0,00;58.977,48;22/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062942 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;28/02/2019;"=""CDB1198ADY8""";4,8000;SOVE;CETIP21;N;1.564,283500;40,00;40.000,00;62.571,34;62.571,34;0,00;0,00;62.571,34;02/02/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063022 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;18/03/2019;"=""CDB119AWVNY""";4,6000;SOVE;CETIP21;N;1.546,485455;11,00;11.000,00;17.011,34;17.011,34;0,00;0,00;17.011,34;20/02/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061992 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;12/11/2018;"=""CDB418648JD""";5,9000;SOVE;CETIP21;N;1.671,704000;30,00;30.000,00;50.151,12;50.151,12;0,00;0,00;50.151,12;17/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062061 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;16/11/2018;"=""CDB4186OUW3""";5,9000;SOVE;CETIP21;N;1.669,030984;61,00;61.000,00;101.810,89;101.810,89;0,00;0,00;101.810,89;23/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064435 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;14/12/2021;"=""CDB421JFQNH""";5,5500;SOVE;CETIP21;N;1.174,419346;153,00;153.000,00;179.686,16;179.686,16;0,00;0,00;179.686,16;02/12/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064457 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;16/12/2021;"=""CDB421K77Q0""";5,2500;SOVE;CETIP21;N;1.168,260492;61,00;61.000,00;71.263,89;71.263,89;0,00;0,00;71.263,89;07/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064487 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;21/12/2021;"=""CDB421LEVSV""";5,7500;SOVE;CETIP21;N;1.174,075263;19,00;19.000,00;22.307,43;22.307,43;0,00;0,00;22.307,43;09/12/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063792 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;26/07/2021;"=""CDB3216RHF5""";3,1000;SOVE;CETIP21;N;1.206,000000;8,00;8.000,00;9.648,00;9.648,00;0,00;0,00;9.648,00;17/07/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063836 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;23/08/2021;"=""CDB321E0FXD""";4,9000;SOVE;CETIP21;N;1.229,843077;13,00;13.000,00;15.987,96;15.987,96;0,00;0,00;15.987,96;12/08/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063875 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;10/09/2021;"=""CDB321IZVAQ""";4,2000;SOVE;CETIP21;N;1.206,738000;5,00;5.000,00;6.033,69;6.033,69;0,00;0,00;6.033,69;04/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062977 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;08/03/2019;"=""CDB1199KFWP""";4,9000;SOVE;CETIP21;N;1.564,815309;81,00;81.000,00;126.750,04;126.750,04;0,00;0,00;126.750,04;14/02/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062790 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;30/01/2019;"=""CDB1193X9D9""";4,9000;SOVE;CETIP21;N;1.580,620000;1,00;1.000,00;1.580,62;1.580,62;0,00;0,00;1.580,62;04/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062593 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;04/01/2019;"=""CDB1190BT97""";5,0000;SOVE;CETIP21;N;1.591,186667;81,00;81.000,00;128.886,12;128.886,12;0,00;0,00;128.886,12;11/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064475 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/12/2021;"=""CDB421KZIOS""";6,1000;SOVE;CETIP21;N;1.180,328549;1.647,00;1.647.000,00;1.944.001,12;1.944.001,12;0,00;0,00;1.944.001,12;11/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064540 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;06/01/2022;"=""CDB1220Y0K7""";5,0500;SOVE;CETIP21;N;1.154,291471;68,00;68.000,00;78.491,82;78.491,82;0,00;0,00;78.491,82;28/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064555 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;17/01/2022;"=""CDB1223I9VN""";5,0500;SOVE;CETIP21;N;1.150,248000;5,00;5.000,00;5.751,24;5.751,24;0,00;0,00;5.751,24;06/01/2025;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061116 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;19/09/2018;"=""CDB318B93C0""";7,0000;SOVE;CETIP21;N;1.779,563594;128,00;128.000,00;227.784,14;227.784,14;0,00;0,00;227.784,14;24/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061266 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;24/09/2018;"=""CDB318BQFAP""";7,2000;SOVE;CETIP21;N;1.790,242667;60,00;60.000,00;107.414,56;107.414,56;0,00;0,00;107.414,56;29/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061880 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/11/2018;"=""CDB4184KQ90""";5,8000;SOVE;CETIP21;N;1.666,361111;9,00;9.000,00;14.997,25;14.997,25;0,00;0,00;14.997,25;06/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061943 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;08/11/2018;"=""CDB4185OR07""";5,8000;SOVE;CETIP21;N;1.662,590000;1,00;1.000,00;1.662,59;1.662,59;0,00;0,00;1.662,59;13/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061737 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;23/10/2018;"=""CDB4183EB1S""";6,1000;SOVE;CETIP21;N;1.694,973143;35,00;35.000,00;59.324,06;59.324,06;0,00;0,00;59.324,06;27/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061774 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;25/10/2018;"=""CDB4183PSJQ""";6,1000;SOVE;CETIP21;N;1.692,345059;85,00;85.000,00;143.849,33;143.849,33;0,00;0,00;143.849,33;29/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062184 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;27/11/2018;"=""CDB4187YJNO""";5,9000;SOVE;CETIP21;N;1.662,753846;65,00;65.000,00;108.079,00;108.079,00;0,00;0,00;108.079,00;01/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062363 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/12/2018;"=""CDB418B12HP""";5,6000;SOVE;CETIP21;N;1.642,318824;17,00;17.000,00;27.919,42;27.919,42;0,00;0,00;27.919,42;21/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062545 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;28/12/2018;"=""CDB418DCF6G""";5,2000;SOVE;CETIP21;N;1.608,259000;10,00;10.000,00;16.082,59;16.082,59;0,00;0,00;16.082,59;04/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064512 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;27/12/2021;"=""CDB421N1TG7""";5,8500;SOVE;CETIP21;N;1.170,485405;37,00;37.000,00;43.307,96;43.307,96;0,00;0,00;43.307,96;16/12/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063975 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/10/2021;"=""CDB4213IFM5""";4,7000;SOVE;CETIP21;N;1.198,121000;10,00;10.000,00;11.981,21;11.981,21;0,00;0,00;11.981,21;30/09/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064075 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;28/10/2021;"=""CDB4217424U""";5,0500;SOVE;CETIP21;N;1.190,966923;26,00;26.000,00;30.965,14;30.965,14;0,00;0,00;30.965,14;19/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064316 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;05/11/2021;"=""CDB42198JFO""";5,3500;SOVE;CETIP21;N;1.192,708667;15,00;15.000,00;17.890,63;17.890,63;0,00;0,00;17.890,63;23/10/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063825 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;17/08/2021;"=""CDB321CTMTV""";4,1000;SOVE;CETIP21;N;1.216,932000;5,00;5.000,00;6.084,66;6.084,66;0,00;0,00;6.084,66;08/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063867 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;08/09/2021;"=""CDB321I4IBC""";4,9000;SOVE;CETIP21;N;1.220,206000;5,00;5.000,00;6.101,03;6.101,03;0,00;0,00;6.101,03;26/08/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063970 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;08/10/2021;"=""CDB4212QZMM""";4,7000;SOVE;CETIP21;N;1.198,928000;10,00;10.000,00;11.989,28;11.989,28;0,00;0,00;11.989,28;25/09/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062806 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;31/01/2019;"=""CDB119434PX""";4,9000;SOVE;CETIP21;N;1.579,734340;53,00;53.000,00;83.725,92;83.725,92;0,00;0,00;83.725,92;05/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062633 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;09/01/2019;"=""CDB11915XGN""";5,1000;SOVE;CETIP21;N;1.595,433714;105,00;105.000,00;167.520,54;167.520,54;0,00;0,00;167.520,54;14/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061172 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/09/2018;"=""CDB318BENBM""";7,1000;SOVE;CETIP21;N;1.786,021067;225,00;225.000,00;401.854,74;401.854,74;0,00;0,00;401.854,74;25/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061404 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/10/2018;"=""CDB41806M3O""";7,2000;SOVE;CETIP21;N;1.785,457867;211,00;211.000,00;376.731,61;376.731,61;0,00;0,00;376.731,61;05/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000065389 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;18/11/2022;"=""CDB422FZSXZ""";6,9000;SOVE;CETIP21;N;1.060,518000;10,00;10.000,00;10.605,18;10.605,18;0,00;0,00;10.605,18;13/05/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064386 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;02/12/2021;"=""CDB421G2B44""";4,9500;SOVE;CETIP21;N;1.170,054000;10,00;10.000,00;11.700,54;11.700,54;0,00;0,00;11.700,54;23/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064411 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;08/12/2021;"=""CDB421I0R9O""";4,6000;SOVE;CETIP21;N;1.163,006452;62,00;62.000,00;72.106,40;72.106,40;0,00;0,00;72.106,40;02/06/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064418 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;10/12/2021;"=""CDB421IO5GW""";4,9000;SOVE;CETIP21;N;1.165,960000;9,00;9.000,00;10.493,64;10.493,64;0,00;0,00;10.493,64;05/06/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064125 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;29/10/2021;"=""CDB4217ECPJ""";4,6000;SOVE;CETIP21;N;1.184,465000;12,00;12.000,00;14.213,58;14.213,58;0,00;0,00;14.213,58;24/04/2023;100,00;"=""""";N;
