Empresa;Agência;Modalidade;Estoque;Cliente;Asset;Emissão;Código;Taxa(%);;Custódia;Swap;PU;Qtde;Vlr. Ida;Vlr.Curva;Vlr.Vencto;Vlr.IRF;Vlr.IOF;Vlr.Líquido;Vencto;Índice(%);Código ISIN;Cond. Resgate;Data Liquidez
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064132 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/11/2021;"=""CDB4217S26I""";4,6000;SOVE;CETIP21;N;1.183,578400;25,00;25.000,00;29.589,46;29.589,46;0,00;0,00;29.589,46;26/04/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063012 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;15/03/2019;"=""CDB119AQPXG""";4,7000;SOVE;CETIP21;N;1.553,223556;90,00;90.000,00;139.790,12;139.790,12;0,00;0,00;139.790,12;19/02/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063628 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;04/01/2021;"=""CDB121001RX""";1,4000;SOVE;CETIP21;N;1.239,030000;10,00;10.000,00;12.390,30;12.390,30;0,00;0,00;12.390,30;26/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063821 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;12/08/2021;"=""CDB321BTWAO""";4,6000;SOVE;CETIP21;N;1.227,914706;51,00;51.000,00;62.623,65;62.623,65;0,00;0,00;62.623,65;30/07/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063831 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;19/08/2021;"=""CDB321DHI2X""";4,2000;SOVE;CETIP21;N;1.217,727500;12,00;12.000,00;14.612,73;14.612,73;0,00;0,00;14.612,73;10/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000065194 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;30/09/2022;"=""CDB322T7BL7""";4,6500;SOVE;CETIP21;N;1.060,458000;5,00;5.000,00;5.302,29;5.302,29;0,00;0,00;5.302,29;25/03/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062987 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;11/03/2019;"=""CDB1199VK4R""";4,8000;SOVE;CETIP21;N;1.558,125192;52,00;52.000,00;81.022,51;81.022,51;0,00;0,00;81.022,51;14/02/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061608 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;11/10/2018;"=""CDB41823BTX""";6,5000;SOVE;CETIP21;N;1.729,464783;115,00;115.000,00;198.888,45;198.888,45;0,00;0,00;198.888,45;15/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060107 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;14/08/2018;"=""CDB31869EIT""";7,3000;SOVE;CETIP21;N;1.815,956790;271,00;271.000,00;492.124,29;492.124,29;0,00;0,00;492.124,29;19/07/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060141 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;15/08/2018;"=""CDB3186GUVP""";7,0000;SOVE;CETIP21;N;1.791,208310;71,00;71.000,00;127.175,79;127.175,79;0,00;0,00;127.175,79;20/07/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064794 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;12/05/2022;"=""CDB222DAJ52""";4,8000;SOVE;CETIP21;N;1.084,350870;23,00;23.000,00;24.940,07;24.940,07;0,00;0,00;24.940,07;15/05/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062308 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;06/12/2018;"=""CDB4189PBPV""";5,8000;SOVE;CETIP21;N;1.649,470588;34,00;34.000,00;56.082,00;56.082,00;0,00;0,00;56.082,00;10/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062352 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;12/12/2018;"=""CDB418ATGDC""";5,6000;SOVE;CETIP21;N;1.643,202222;9,00;9.000,00;14.788,82;14.788,82;0,00;0,00;14.788,82;20/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062414 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;19/12/2018;"=""CDB418BY02K""";5,4000;SOVE;CETIP21;N;1.627,903390;59,00;59.000,00;96.046,30;96.046,30;0,00;0,00;96.046,30;23/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000065485 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/12/2022;"=""CDB422JS93F""";6,9000;SOVE;CETIP21;N;1.056,275000;6,00;6.000,00;6.337,65;6.337,65;0,00;0,00;6.337,65;27/05/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063853 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;31/08/2021;"=""CDB321FT9KL""";4,0000;SOVE;CETIP21;N;1.206,189000;10,00;10.000,00;12.061,89;12.061,89;0,00;0,00;12.061,89;22/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062824 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;04/02/2019;"=""CDB1194KKZI""";4,7000;SOVE;CETIP21;N;1.565,541333;15,00;15.000,00;23.483,12;23.483,12;0,00;0,00;23.483,12;09/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062836 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;05/02/2019;"=""CDB1194V2EY""";4,8000;SOVE;CETIP21;N;1.571,218462;13,00;13.000,00;20.425,84;20.425,84;0,00;0,00;20.425,84;10/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062935 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;26/02/2019;"=""CDB1197WU4J""";4,8000;SOVE;CETIP21;N;1.565,059863;73,00;73.000,00;114.249,37;114.249,37;0,00;0,00;114.249,37;31/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061915 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;06/11/2018;"=""CDB41856LNX""";5,7000;SOVE;CETIP21;N;1.657,936000;5,00;5.000,00;8.289,68;8.289,68;0,00;0,00;8.289,68;11/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062125 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;22/11/2018;"=""CDB4187FV7P""";5,8000;SOVE;CETIP21;N;1.658,353714;35,00;35.000,00;58.042,38;58.042,38;0,00;0,00;58.042,38;27/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060884 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;10/09/2018;"=""CDB3189R3GF""";7,4000;SOVE;CETIP21;N;1.815,863866;269,00;269.000,00;488.467,38;488.467,38;0,00;0,00;488.467,38;15/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061346 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;27/09/2018;"=""CDB318C8KQ8""";7,1000;SOVE;CETIP21;N;1.780,787746;71,00;71.000,00;126.435,93;126.435,93;0,00;0,00;126.435,93;01/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000065792 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;29/12/2022;"=""CDB422UUWIR""";6,3000;SOVE;CETIP21;N;1.045,315263;19,00;19.000,00;19.860,99;19.860,99;0,00;0,00;19.860,99;24/06/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000065839 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;05/01/2023;"=""CDB1231F36O""";6,0500;SOVE;CETIP21;N;1.041,318571;7,00;7.000,00;7.289,23;7.289,23;0,00;0,00;7.289,23;01/07/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000060038 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;10/08/2018;"=""CDB3185WN8B""";7,0000;SOVE;CETIP21;N;1.794,487547;53,00;53.000,00;95.107,84;95.107,84;0,00;0,00;95.107,84;17/07/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000065278 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;25/10/2022;"=""CDB4227UV7S""";4,6500;SOVE;CETIP21;N;1.059,717857;14,00;14.000,00;14.836,05;14.836,05;0,00;0,00;14.836,05;18/04/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064076 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;28/10/2021;"=""CDB4217424Y""";4,6000;SOVE;CETIP21;N;1.185,412000;5,00;5.000,00;5.927,06;5.927,06;0,00;0,00;5.927,06;24/04/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064123 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;29/10/2021;"=""CDB4217ECPI""";5,3500;SOVE;CETIP21;N;1.194,315200;25,00;25.000,00;29.857,88;29.857,88;0,00;0,00;29.857,88;16/10/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064401 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;07/12/2021;"=""CDB421HHPWB""";5,0500;SOVE;CETIP21;N;1.169,709500;20,00;20.000,00;23.394,19;23.394,19;0,00;0,00;23.394,19;28/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063890 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;15/09/2021;"=""CDB321K4W9U""";4,1000;SOVE;CETIP21;N;1.202,078000;10,00;10.000,00;12.020,78;12.020,78;0,00;0,00;12.020,78;06/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063944 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;30/09/2021;"=""CDB321NI0F9""";4,0000;SOVE;CETIP21;N;1.190,271000;10,00;10.000,00;11.902,71;11.902,71;0,00;0,00;11.902,71;21/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063947 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/10/2021;"=""CDB4210BBC7""";4,1000;SOVE;CETIP21;N;1.193,036000;5,00;5.000,00;5.965,18;5.965,18;0,00;0,00;5.965,18;25/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062691 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;16/01/2019;"=""CDB119278B2""";5,0000;SOVE;CETIP21;N;1.594,319219;128,00;128.000,00;204.072,86;204.072,86;0,00;0,00;204.072,86;21/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062844 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;06/02/2019;"=""CDB1195432N""";4,8000;SOVE;CETIP21;N;1.570,275000;2,00;2.000,00;3.140,55;3.140,55;0,00;0,00;3.140,55;11/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064463 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;17/12/2021;"=""CDB421KMCU7""";5,6000;SOVE;CETIP21;N;1.173,380750;40,00;40.000,00;46.935,23;46.935,23;0,00;0,00;46.935,23;12/06/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064502 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;23/12/2021;"=""CDB421MAX6W""";5,7500;SOVE;CETIP21;N;1.172,659000;10,00;10.000,00;11.726,59;11.726,59;0,00;0,00;11.726,59;10/12/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064533 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;05/01/2022;"=""CDB1220M1P5""";4,9000;SOVE;CETIP21;N;1.152,920400;50,00;50.000,00;57.646,02;57.646,02;0,00;0,00;57.646,02;30/06/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000065108 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;31/08/2022;"=""CDB322JDORD""";4,6500;SOVE;CETIP21;N;1.061,494000;20,00;20.000,00;21.229,88;21.229,88;0,00;0,00;21.229,88;23/02/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062205 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;28/11/2018;"=""CDB41885TXA""";5,9000;SOVE;CETIP21;N;1.661,648889;36,00;36.000,00;59.819,36;59.819,36;0,00;0,00;59.819,36;03/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062288 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;05/12/2018;"=""CDB4189FTZE""";5,8000;SOVE;CETIP21;N;1.650,416875;64,00;64.000,00;105.626,68;105.626,68;0,00;0,00;105.626,68;09/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000061623 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;15/10/2018;"=""CDB41829X5B""";6,5000;SOVE;CETIP21;N;1.729,127617;214,00;214.000,00;370.033,31;370.033,31;0,00;0,00;370.033,31;19/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062322 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;07/12/2018;"=""CDB4189ZNGO""";5,7000;SOVE;CETIP21;N;1.641,212778;18,00;18.000,00;29.541,83;29.541,83;0,00;0,00;29.541,83;13/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062565 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;02/01/2019;"=""CDB119005HA""";5,2000;SOVE;CETIP21;N;1.606,193684;38,00;38.000,00;61.035,36;61.035,36;0,00;0,00;61.035,36;07/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063786 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/07/2021;"=""CDB3215LIIJ""";3,7000;SOVE;CETIP21;N;1.220,034091;22,00;22.000,00;26.840,75;26.840,75;0,00;0,00;26.840,75;08/07/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063838 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;24/08/2021;"=""CDB321EB20M""";5,0000;SOVE;CETIP21;N;1.230,984000;5,00;5.000,00;6.154,92;6.154,92;0,00;0,00;6.154,92;12/08/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063844 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;26/08/2021;"=""CDB321EWU3Z""";4,2000;SOVE;CETIP21;N;1.211,577000;10,00;10.000,00;12.115,77;12.115,77;0,00;0,00;12.115,77;17/08/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063883 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/09/2021;"=""CDB321JDCE0""";4,3000;SOVE;CETIP21;N;1.207,844000;130,00;130.000,00;157.019,72;157.019,72;0,00;0,00;157.019,72;04/09/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064000 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/10/2021;"=""CDB4215BQJO""";4,6500;SOVE;CETIP21;N;1.194,528000;10,00;10.000,00;11.945,28;11.945,28;0,00;0,00;11.945,28;11/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063700 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;19/04/2021;"=""CDB2214LCSK""";3,3000;SOVE;CETIP21;N;1.245,848000;5,00;5.000,00;6.229,24;6.229,24;0,00;0,00;6.229,24;08/04/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063946 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/10/2021;"=""CDB4210BBC9""";4,8000;SOVE;CETIP21;N;1.203,310303;33,00;33.000,00;39.709,24;39.709,24;0,00;0,00;39.709,24;18/09/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062817 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/02/2019;"=""CDB1194APDD""";4,8000;SOVE;CETIP21;N;1.572,381525;59,00;59.000,00;92.770,51;92.770,51;0,00;0,00;92.770,51;08/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062889 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/02/2019;"=""CDB1196A8LJ""";4,9000;SOVE;CETIP21;N;1.578,485333;15,00;15.000,00;23.677,28;23.677,28;0,00;0,00;23.677,28;18/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062017 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/11/2018;"=""CDB4186ATXP""";6,0000;SOVE;CETIP21;N;1.677,571932;88,00;88.000,00;147.626,33;147.626,33;0,00;0,00;147.626,33;18/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064474 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/12/2021;"=""CDB421KZIOP""";6,1000;SOVE;CETIP21;N;1.180,028089;361,00;361.000,00;425.990,14;425.990,14;0,00;0,00;425.990,14;09/12/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064476 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/12/2021;"=""CDB421KZIOQ""";5,7000;SOVE;CETIP21;N;1.173,952857;7,00;7.000,00;8.217,67;8.217,67;0,00;0,00;8.217,67;14/06/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064345 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;18/11/2021;"=""CDB421CGJFT""";4,3000;SOVE;CETIP21;N;1.165,870000;5,00;5.000,00;5.829,35;5.829,35;0,00;0,00;5.829,35;15/05/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062901 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;18/02/2019;"=""CDB1196U203""";4,7000;SOVE;CETIP21;N;1.564,123548;31,00;31.000,00;48.487,83;48.487,83;0,00;0,00;48.487,83;23/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062911 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/02/2019;"=""CDB11979248""";4,8000;SOVE;CETIP21;N;1.568,774000;5,00;5.000,00;7.843,87;7.843,87;0,00;0,00;7.843,87;25/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063001 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/03/2019;"=""CDB119ACZ43""";4,7000;SOVE;CETIP21;N;1.554,730000;6,00;6.000,00;9.328,38;9.328,38;0,00;0,00;9.328,38;15/02/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062771 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;28/01/2019;"=""CDB1193L2PX""";4,9000;SOVE;CETIP21;N;1.582,380909;11,00;11.000,00;17.406,19;17.406,19;0,00;0,00;17.406,19;02/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000062050 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;14/11/2018;"=""CDB4186IB52""";6,1000;SOVE;CETIP21;N;1.683,408836;189,00;189.000,00;318.164,27;318.164,27;0,00;0,00;318.164,27;19/10/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064847 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;26/05/2022;"=""CDB222H37N2""";4,6500;SOVE;CETIP21;N;1.077,796000;5,00;5.000,00;5.388,98;5.388,98;0,00;0,00;5.388,98;20/11/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063859 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;03/09/2021;"=""CDB321H7WWF""";4,9000;SOVE;CETIP21;N;1.220,844000;40,00;40.000,00;48.833,76;48.833,76;0,00;0,00;48.833,76;21/08/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000063903 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/09/2021;"=""CDB321L38RA""";4,8000;SOVE;CETIP21;N;1.213,495417;48,00;48.000,00;58.247,78;58.247,78;0,00;0,00;58.247,78;09/09/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064032 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;26/10/2021;"=""CDB4216H5PK""";5,3500;SOVE;CETIP21;N;1.202,992927;41,00;41.000,00;49.322,71;49.322,71;0,00;0,00;49.322,71;14/10/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064461 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;17/12/2021;"=""CDB421KMCU8""";5,8500;SOVE;CETIP21;N;1.176,673750;24,00;24.000,00;28.240,17;28.240,17;0,00;0,00;28.240,17;04/12/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064700 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;20/04/2022;"=""CDB22260BCP""";4,8000;SOVE;CETIP21;N;1.098,095000;20,00;20.000,00;21.961,90;21.961,90;0,00;0,00;21.961,90;24/04/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064520 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;30/12/2021;"=""CDB421NXQSO""";5,0500;SOVE;CETIP21;N;1.156,996364;11,00;11.000,00;12.726,96;12.726,96;0,00;0,00;12.726,96;21/12/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064570 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/02/2022;"=""CDB1226ZP59""";4,9500;SOVE;CETIP21;N;1.142,954000;5,00;5.000,00;5.714,77;5.714,77;0,00;0,00;5.714,77;23/01/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064818 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;19/05/2022;"=""CDB222FB5Y3""";4,8000;SOVE;CETIP21;N;1.081,927500;20,00;20.000,00;21.638,55;21.638,55;0,00;0,00;21.638,55;22/05/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064781 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;11/05/2022;"=""CDB222CVB4H""";4,8000;SOVE;CETIP21;N;1.089,357000;10,00;10.000,00;10.893,57;10.893,57;0,00;0,00;10.893,57;12/05/2023;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064134 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/11/2021;"=""CDB4217S26E""";5,3500;SOVE;CETIP21;N;1.194,541330;203,00;203.000,00;242.491,89;242.491,89;0,00;0,00;242.491,89;21/10/2024;100,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB IPCA;1000000000000064330 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;10/11/2021;"=""CDB421AO75Z""";4,3000;SOVE;CETIP21;N;1.175,326667;6,00;6.000,00;7.051,96;7.051,96;0,00;0,00;7.051,96;05/05/2023;100,00;"=""""";N;
